unit,cycle,T24,T30,T48,T50,P15,P2,P21,P24,Ps30,P40,P50,Nf,Nc,Wf,alt,Mach,TRA,T2,C-1,C-2,Segm K-means PCA,class
1.0,1.0,565.6417847347186,1337.0774749882908,1659.8938940725773,1109.3076634937681,11.10997911549284,8.395405150710054,11.279166614713542,14.041701260368646,217.0177180865776,220.7506398749474,8.05232284140514,2048.8887361313323,8268.83037706625,2.345669241490908,21544.9759929391,0.6493018491017745,70.39005263177884,479.11743195369553,-1.148954711794863,-1.166083542394852,2.0,3.0
1.0,2.0,552.8499824518045,1312.5436427288716,1634.222669397326,1079.131191560158,9.407049514472051,7.029026803589824,9.550304075606142,11.977486249518595,186.74591547228636,189.9095720964291,6.608974654378579,2051.5437311968567,8189.179309456542,2.0071918407644582,26899.84891587164,0.7109756863075862,73.94646043835365,465.5042767233413,-3.27144104999639,-1.5807888569628648,2.0,3.0
1.0,3.0,551.888502443114,1315.109322807338,1644.162674395281,1082.698896867955,9.267138964698482,6.874288513421931,9.40826290832333,11.837018558618247,186.64044137484524,189.7596319669396,6.540602583681713,2067.276770088679,8198.540688482595,2.0212817035704336,27486.22425480546,0.7095190748739778,76.42545044217361,462.9732165546233,-3.33408453969982,-1.8139372169331718,2.0,3.0
1.0,4.0,552.7160114040967,1311.6045295419133,1630.7186786923153,1092.166489860468,9.99354702907312,7.540889517291443,10.145733024439714,12.61976525089622,196.70354231659977,200.0437500062244,7.384981408882897,2023.7401905429613,8183.68306654213,2.113880719043204,23455.982816301705,0.6168652620084965,70.5969738267054,468.1933280888344,-2.515620974663768,-0.9852172416572518,2.0,3.0
1.0,5.0,549.4713977609516,1308.6445134235341,1633.5890373983236,1081.1886375499064,9.254299096643901,6.900555595299704,9.395227509283147,11.78468382353837,185.29746277921546,188.39793393725262,6.6364448539189596,2049.971924713331,8174.70661999772,2.001162141522245,26852.507302075326,0.6812667478396679,75.08954997935516,462.1594108734775,-3.3970599166204636,-1.5533710535597454,2.0,3.0
1.0,6.0,553.1497859952789,1317.2303930049316,1645.9345319603258,1087.5309278004122,9.486321852583668,7.055029879935931,9.630783606683927,12.097948462554738,190.55216095023192,193.7353224160862,6.770000989401573,2062.6175662293945,8204.482446916372,2.064310629459021,26424.145705521474,0.6885538018005757,75.60053096995031,464.70006405144056,-3.0361046300349726,-1.6853637576469782,2.0,3.0
1.0,7.0,544.4358817826959,1292.9492786394612,1608.0504787952675,1067.122862665699,8.935856009433758,6.721276918134584,9.07193503495813,11.32434503824094,176.0143348761059,179.00064058402992,6.394712684741352,2022.2949210345712,8124.76080347349,1.8719230991128326,27249.779550259467,0.6753279134708484,72.08060206593446,460.02153091148574,-3.978753145288044,-1.202145546243943,2.0,3.0
1.0,8.0,549.2686393550226,1309.8949832645098,1636.8592959974037,1084.1581582098324,9.25230428099438,6.883506696591234,9.393202315730335,11.789294688334842,186.36195047043435,189.46633262360382,6.684171579191892,2052.1049273555077,8178.64893993714,2.017404577169697,26526.3275988287,0.6659107561109123,75.37400628462717,461.75763211955103,-3.323441423264719,-1.5573675580697077,2.0,3.0
1.0,9.0,556.4734908916387,1312.4611505713558,1622.5512231371788,1091.8104504435257,10.525495327115566,8.038952584857748,10.685782057985348,13.206931767823429,201.85499248231008,205.3685342826108,7.73666809083314,2004.5112294940902,8187.19447290976,2.146171185536958,21994.804367606914,0.6208228045208439,66.91108032379289,474.174116888491,-2.0716886265953662,-0.6349527103515059,2.0,3.0
1.0,10.0,555.5942603878799,1310.9133358359159,1621.1197411712285,1094.3290518216481,10.576379261434612,8.08230107879676,10.737440874552906,13.252632720840056,202.91364642766897,206.43877878314584,7.873311286411499,1996.9162629592763,8181.116682135775,2.1606881039776873,21442.520171149143,0.5978641223462986,66.27561382909276,473.84661544326735,-1.9900648619476597,-0.5100358124615364,2.0,3.0
