unit,cycle,T24,T30,T48,T50,P15,P2,P21,P24,Ps30,P40,P50,Nf,Nc,Wf,alt,Mach,TRA,T2,C-1,C-2,Segm K-means PCA,class
1.0,6.0,562.0260878730021,1303.406103054939,1583.0999422146435,1091.21257457267,11.98475731229688,9.504975457026323,12.16726630690039,14.701468944862738,211.7369081772533,215.70451516157104,9.001238262828089,1915.433207779235,8153.365785140844,2.175423307107641,17188.751879699248,0.5790685236005855,55.12112730786316,488.0469524274226,1.557101327985815,0.39306313082938676,1.0,1.0
1.0,15.0,562.0377785425685,1303.3652950315454,1583.548651704836,1091.5635229947206,11.98482040390214,9.504975457026323,12.167330359291507,14.702147730708969,211.71538071305082,215.67914604407463,9.00112062181922,1915.433226966164,8153.046647913186,2.1759648626152113,17188.751879699248,0.5790685236005855,55.12112730786316,488.0469524274226,1.5552315919906696,0.39151267661853834,1.0,1.0
1.0,41.0,562.0669199839707,1303.2643337506324,1584.6676601623792,1092.438853657593,11.984977687938937,9.504975457026323,12.16749003851669,14.703838929504602,211.66176999726602,215.6159681332317,9.000828422699906,1915.43327242595,8152.252197957234,2.1773151532985193,17188.751879699248,0.5790685236005855,55.12112730786316,488.0469524274226,1.5505638292501136,0.3876407753973342,1.0,1.0
1.0,52.0,562.0845023587992,1303.2036353490407,1585.3434738523893,1092.9675419372354,11.985072657797666,9.504975457026323,12.167586454616922,14.704858389247848,211.62942612615933,215.5778555270244,9.000651840605896,1915.4333122908151,8151.773228970686,2.1781303617151755,17188.751879699248,0.5790685236005855,55.12112730786316,488.0469524274226,1.5477430666298233,0.3853001101942202,1.0,1.0
1.0,83.0,562.2167858347033,1301.714290839423,1594.587806204043,1100.5985786308822,11.982439923970515,9.506737918561846,12.164913628396464,14.70957171965247,210.80251326459026,214.66114584613774,8.995065730166557,1913.9283362590759,8142.621440331223,2.185388156490518,17183.047858942067,0.5790042743574763,54.96733547758395,488.06184801892044,1.5203876741028148,0.3671452946754654,1.0,1.0
2.0,1.0,542.9645342139172,1292.5926935357925,1610.7531745927024,1067.710321849915,8.794218381801992,6.581018932267245,8.928140489139077,11.169309880020673,175.0496403410303,177.99480356011063,6.3312684868306635,2027.7541287385225,8121.643115729647,1.8739891739755163,27749.624719101124,0.6726439939255126,73.72009713183628,457.7041624299557,4.585907547057319,-1.7328501161693834,1.0,3.0
2.0,2.0,567.9727535178224,1353.710148279172,1695.9680362633144,1120.6839819069235,10.76235613867932,7.94016296272359,10.92624988698408,13.788108208236965,219.40281937257524,223.04238931268742,7.724169573709284,2104.6887763177433,8320.261435370343,2.430141141922981,23545.003220404484,0.68309200877276,77.92260683269274,475.34872290061253,1.710641642768212,-2.376829568164963,1.0,3.0
2.0,3.0,533.7314740344146,1275.0696592143613,1593.9985504253361,1059.147934480622,8.205284282409108,6.11244629220501,8.330237850161533,10.434915914134962,165.38240169304942,168.1075870986271,6.021434334535194,2010.8534828276304,8061.511943330757,1.7835014528692048,29156.06177037289,0.6446501549430868,75.46482538082536,449.22333242043084,5.352420438041778,-1.6680762033803584,1.0,3.0
2.0,4.0,555.0979954828606,1320.9448946682849,1648.8859772684511,1088.1942771313495,9.579047074589793,7.116646820009054,9.72492088790842,12.228308374190526,192.45594847899886,195.68511213074422,6.7805542347097285,2066.305430808615,8214.884539821858,2.0881339559661227,26465.008654886406,0.7026227191601082,75.61024771826902,466.2062656176956,3.429534400918673,-2.1207397116648443,1.0,3.0
2.0,5.0,557.4474631348157,1328.447083649011,1661.172202096532,1099.1535355724031,9.923099453978889,7.361508139730182,10.07421264363339,12.667332439197054,200.59568474728175,203.9413062145946,7.139883700623772,2073.552860033021,8239.027387055014,2.189484530199233,25088.83396478716,0.6718022714273314,75.93599898803997,468.01439056035633,2.9005740001368343,-2.08954295457375,1.0,3.0
2.0,6.0,558.3943671832634,1313.6520667120446,1619.933633900651,1092.7616409450513,10.813317366846817,8.298839454038738,10.977987174463774,13.528755370350373,205.1503011569104,208.76777437373178,7.95128829012383,1995.7270153401546,8190.261447982173,2.174307108281913,21212.161494616845,0.6189501914817974,65.40246058506933,476.97181751028336,2.353073209014981,-0.8498514956851783,1.0,3.0
2.0,7.0,551.4831989053929,1313.9828547389186,1640.9357453240352,1087.3113777400358,9.502908856781884,7.0748338601788525,9.647623204854705,12.10508056992166,191.07552430097616,194.27180202341054,6.863669717027788,2054.3982064175416,8191.441481402664,2.071819023502398,25966.323516673885,0.665573174320242,75.00850004011959,463.8282923225057,3.534246865773269,-1.917974736697882,1.0,3.0
2.0,8.0,542.155775599303,1286.0796063749626,1597.6573098557035,1059.9488073959003,8.81988195376105,6.654201966328391,8.954194876914771,11.159802445223242,172.42545849020092,175.37309047755187,6.283327482027198,2012.6301853736409,8100.929226381098,1.8279206962080046,27895.305879494656,0.6855303110101674,71.56378414857183,458.55299585767045,4.745816411221429,-1.5432308595903954,1.0,3.0
