unit,cycle,T24,T30,T48,T50,P15,P2,P21,P24,Ps30,P40,P50,Nf,Nc,Wf,alt,Mach,TRA,T2,C-1,C-2,Segm K-means PCA,class
1.0,1.0,556.3140837173555,1310.4287684183666,1616.1911648282585,1090.4706383424752,10.56492137381225,8.086394689344942,10.725808501332233,13.237699694040481,201.5608742015891,205.0961192284666,7.794750593467267,1992.2874552797653,8178.0749504454025,2.1430461860149856,21843.462160341343,0.6188919758250573,65.99378332030551,474.6592659387741,-2.603477448370366,-0.8882795222424268,0.0,2.0
1.0,2.0,560.6956402659993,1325.5654428911546,1642.559898945548,1099.7156108243742,10.685678374090145,8.088551959061784,10.848404440700653,13.487810404150794,208.18753520212647,211.78066175991887,7.788008858623828,2031.3457385087281,8228.947056609795,2.242928468270713,22335.494995710607,0.6440504182567929,69.84932697068157,475.4504185547701,-2.262119286930441,-1.378700644274145,0.0,2.0
1.0,3.0,560.5469185925986,1318.5867130869294,1625.5448270786126,1093.7567569643884,10.886201959355569,8.340996563967975,11.051981684624947,13.647683074618469,206.8264126427095,210.47536695945118,7.929035829422194,2004.715251080516,8206.005866314323,2.1997718938392925,21603.919508867668,0.6418613274702434,66.39819641859222,478.0330867484839,-2.2537671600499314,-0.997837529571059,0.0,2.0
1.0,4.0,561.7102243979817,1320.8077102988627,1627.609418515301,1094.959048309657,11.00683318027709,8.437832052549084,11.174449929215319,13.794442702117562,208.8806717526353,212.57783423414207,8.000838270763264,2007.2596508267332,8214.966286346773,2.217300613852022,21227.273190621814,0.6399453099319573,66.01692488822975,479.2565208007382,-2.1097084794658256,-0.977699386362063,0.0,2.0
1.0,5.0,558.1889939858481,1313.0328445284472,1617.5890875569298,1092.3676796689329,10.795316430154232,8.288151948853764,10.959712111831706,13.507205243693589,204.73624247858746,208.34702682033765,7.950476600370623,1991.8952147839036,8187.028879564376,2.1734840431315816,21245.501129518074,0.6192281325179411,65.377154514014,476.8746937185148,-2.3700876016719623,-0.8236837892199971,0.0,2.0
1.0,6.0,558.1595743664684,1314.0390738907415,1618.8466288240631,1096.0277666686104,10.953315523996892,8.421941068355617,11.120117283245577,13.669280752620573,207.45246272440454,211.11976199360046,8.170839945574338,1988.55041624896,8191.300554836903,2.197204022554722,20374.175380938155,0.5928579680877619,64.6767984372593,477.38782098480937,-2.1635611277519615,-0.6960053591615446,0.0,2.0
1.0,7.0,560.128876480166,1317.868083681854,1624.3259085891884,1093.9987115141005,10.903663131756941,8.35606278421871,11.069708763205016,13.660119540376412,207.30047152465676,210.95963627790957,7.971495699401572,2002.7169591897268,8204.6808588311,2.2016721651035356,21261.424712822103,0.6302247302238336,65.9360540284018,478.0296079542035,-2.2210476854236147,-0.9332673780780352,0.0,2.0
1.0,8.0,559.2755515787068,1317.0189937722646,1623.905922013583,1095.7990572116798,10.925413459661279,8.369197093389998,11.091790314376933,13.673723074435424,208.21821801403803,211.88557973973343,8.065022734538333,1999.0510907642872,8202.2580609676,2.212505245591403,20862.365746396288,0.6113430622181448,65.62301447104336,477.52197175533485,-2.1681669388941076,-0.8582151034664652,0.0,2.0
1.0,9.0,558.1878019316852,1312.9451325453692,1617.3963355308067,1092.1724536241302,10.796300867856134,8.28859037230274,10.960711540970696,13.50777851204334,204.78636259771332,208.39874435055515,7.951503980554211,1992.0128298847799,8187.121784678187,2.1737215933300087,21243.853273137698,0.6192058754693843,65.38860521108427,476.8785926596694,-2.3702862835783916,-0.8228138986902436,0.0,2.0
1.0,10.0,563.2567348010997,1333.9174033002278,1656.513311153907,1105.0517895989756,10.791453962763418,8.125112688917428,10.955790825140525,13.664832145607777,212.22477704983885,215.86420320585188,7.809653483340398,2050.2191931512807,8256.635222272645,2.298291850329973,22418.87338910242,0.6548565508228822,71.37444937177948,476.35497180125316,-2.037570527049926,-1.6020958148624955,0.0,2.0
